Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-02-13 00:00:00-05:00,95.98707309241952,96.6681849417842,95.89823634568019,96.6385726928711,87600,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,96.64843493463856,97.03340918880227,95.94757664517141,96.67804718017578,184100,0.0,0.0,0.0
2023-02-15 00:00:00-05:00,96.86559540890126,97.38877270213855,96.67804867390451,97.36902618408203,132400,0.0,0.0,0.0
2023-02-16 00:00:00-05:00,96.84586086705822,97.37890391269985,96.4510133297951,96.52011108398438,202100,0.0,0.0,0.0
2023-02-17 00:00:00-05:00,96.31281530176342,96.39178631336814,95.73042103613146,96.37203979492188,122900,0.0,0.0,0.0
2023-02-21 00:00:00-05:00,95.76003202621776,95.87848101098047,94.88150024414062,94.88150024414062,138000,0.0,0.0,0.0
2023-02-22 00:00:00-05:00,95.04930799328119,95.256601247706,94.6051017071508,94.88150024414062,109400,0.0,0.0,0.0
2023-02-23 00:00:00-05:00,95.50338325674696,95.50338325674696,94.47678267769811,95.28621673583984,121500,0.0,0.0,0.0
2023-02-24 00:00:00-05:00,94.82227158204941,94.95060136154498,94.3583262923754,94.753173828125,143600,0.0,0.0,0.0
2023-02-27 00:00:00-05:00,95.35531630739402,95.56260957282319,94.65446549634575,94.82227325439453,143200,0.0,0.0,0.0
2023-02-28 00:00:00-05:00,94.87162179301036,95.48363579478765,94.75316528364034,95.02955627441406,165100,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,94.71368422520868,94.7827819761447,94.11154345372759,94.26948547363281,174300,0.0,0.0,0.0
2023-03-02 00:00:00-05:00,94.0720762476431,95.1480281398168,93.92400746980601,94.94073486328125,136500,0.0,0.0,0.0
2023-03-03 00:00:00-05:00,95.58235148524794,96.5102345051489,95.5724782261061,96.47075653076172,106200,0.0,0.0,0.0
2023-03-06 00:00:00-05:00,97.00380464146782,97.38878648716238,96.68792808766266,96.76689910888672,109600,0.0,0.0,0.0
2023-03-07 00:00:00-05:00,96.92483031480319,97.0827648085026,96.12526199371344,96.18449401855469,227300,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,96.29307967997654,96.68791968961999,96.04630090840416,96.59908294677734,120800,0.0,0.0,0.0
2023-03-09 00:00:00-05:00,96.71753731856235,96.98405507225677,94.92098820269138,95.118408203125,172700,0.0,0.0,0.0
2023-03-10 00:00:00-05:00,94.74330062756124,95.05917712503033,93.46004812035513,93.86476135253906,282200,0.0,0.0,0.0
2023-03-13 00:00:00-04:00,92.50255400699169,93.79567236252184,92.10770646551279,92.87765502929688,373300,0.0,0.0,0.0
2023-03-14 00:00:00-04:00,93.90425700721352,94.38794882991428,93.13430843209385,94.0128402709961,270300,0.0,0.0,0.0
2023-03-15 00:00:00-04:00,93.25276997457108,94.0424575805664,93.0356034353178,94.0424575805664,353200,0.0,0.0,0.0
2023-03-16 00:00:00-04:00,93.54888960869731,95.51325397289428,93.35146961190603,95.40467071533203,214200,0.0,0.0,0.0
2023-03-17 00:00:00-04:00,95.20724856383221,95.50338610683225,94.10168446962523,94.45704650878906,187700,0.0,0.0,0.0
2023-03-20 00:00:00-04:00,94.32871240700884,94.9308531940748,94.07206791465532,94.77291870117188,259300,0.0,0.0,0.0
2023-03-21 00:00:00-04:00,95.52312872384427,96.53986364351901,95.52312872384427,96.3621826171875,295500,0.0,0.0,0.0
2023-03-22 00:00:00-04:00,96.71753481886341,96.89521582709756,94.88150024414062,94.88150024414062,134200,0.0,0.0,0.0
2023-03-23 00:00:00-04:00,95.14802468943007,95.93771978853023,94.4866593743108,95.15789794921875,263100,0.0,0.0,0.0
2023-03-24 00:00:00-04:00,95.08657918042026,95.74030303955078,94.65076327433324,95.74030303955078,369400,0.328,0.0,0.0
2023-03-27 00:00:00-04:00,96.0770623525982,96.22563664079256,95.2846711867631,95.31439208984375,124800,0.0,0.0,0.0
2023-03-28 00:00:00-04:00,95.28467897023305,95.29458593873585,94.4724813594675,94.78943634033203,97700,0.0,0.0,0.0
2023-03-29 00:00:00-04:00,95.85914926517778,95.95819626639673,95.38372063660604,95.88886260986328,129800,0.0,0.0,0.0
2023-03-30 00:00:00-04:00,96.31478387494985,96.36431116031537,95.8789755023049,96.19593048095703,201700,0.0,0.0,0.0
2023-03-31 00:00:00-04:00,96.57230606581803,97.50336456298828,96.51287937256963,97.50336456298828,344600,0.0,0.0,0.0
2023-04-03 00:00:00-04:00,97.067544442331,97.34487907450648,96.75058949744444,97.17649841308594,205600,0.0,0.0,0.0
2023-04-04 00:00:00-04:00,97.463743899428,97.463743899428,96.58221268765735,96.829833984375,184500,0.0,0.0,0.0
2023-04-05 00:00:00-04:00,96.69116565260892,96.77039872356107,96.31477644917683,96.70106506347656,217600,0.0,0.0,0.0
2023-04-06 00:00:00-04:00,96.7208721580588,97.2161147112933,96.41381663642828,97.1864013671875,110700,0.0,0.0,0.0
2023-04-10 00:00:00-04:00,97.03782944563551,97.42411804199219,96.92887547673472,97.42411804199219,170100,0.0,0.0,0.0
2023-04-11 00:00:00-04:00,97.61231705623611,97.61231705623611,97.14678781472003,97.22602844238281,73500,0.0,0.0,0.0
2023-04-12 00:00:00-04:00,97.71136187247883,97.76088159605658,96.502968776512,96.63172912597656,187000,0.0,0.0,0.0
2023-04-13 00:00:00-04:00,96.54259743633155,97.21612770099748,96.37421675936574,97.11708068847656,77400,0.0,0.0,0.0
2023-04-14 00:00:00-04:00,97.07745140970925,97.50336032535074,96.74068253006618,97.17649841308594,214500,0.0,0.0,0.0
2023-04-17 00:00:00-04:00,97.31517089278778,97.65193223349767,97.11707687552341,97.63212585449219,183200,0.0,0.0,0.0
2023-04-18 00:00:00-04:00,97.96888764671303,98.00850040185105,97.36469111403356,97.78069305419922,188700,0.0,0.0,0.0
2023-04-19 00:00:00-04:00,97.54298076791687,98.36507769815951,97.54298076791687,98.20660400390625,172300,0.0,0.0,0.0
2023-04-20 00:00:00-04:00,97.70145557375884,98.07783721409432,97.50336156448797,97.81040954589844,115600,0.0,0.0,0.0
2023-04-21 00:00:00-04:00,98.14717156321038,98.40469982251516,97.90945723905327,98.29574584960938,146700,0.0,0.0,0.0
2023-04-24 00:00:00-04:00,98.3155620616976,98.60280367357413,98.01841348201782,98.36508178710938,100900,0.0,0.0,0.0
2023-04-25 00:00:00-04:00,98.42452196209706,98.60280960927705,97.55289010619363,97.58260345458984,220600,0.0,0.0,0.0
2023-04-26 00:00:00-04:00,97.57268814533276,97.76087517344807,97.07744560127922,97.26563262939453,119900,0.0,0.0,0.0
2023-04-27 00:00:00-04:00,97.68165102777681,98.87023021930044,97.65193012470685,98.76127624511719,142800,0.0,0.0,0.0
2023-04-28 00:00:00-04:00,98.92965759178988,99.3456671128044,98.55327594180767,99.24661254882812,161400,0.0,0.0,0.0
2023-05-01 00:00:00-04:00,99.30604278291509,99.55366406923818,99.14756153240337,99.25651550292969,114400,0.0,0.0,0.0
2023-05-02 00:00:00-04:00,99.28623480212319,99.36547543213089,98.00850798125806,98.64241790771484,163600,0.0,0.0,0.0
2023-05-03 00:00:00-04:00,98.76127176829235,99.04851336386378,97.89954698157807,97.92926788330078,178400,0.0,0.0,0.0
2023-05-04 00:00:00-04:00,97.57269908382851,97.57269908382851,96.49306628722158,96.60202026367188,228900,0.0,0.0,0.0
2023-05-05 00:00:00-04:00,97.02792687322587,97.50336308240034,96.9189728993901,97.22602844238281,112400,0.0,0.0,0.0
2023-05-08 00:00:00-04:00,96.96850111630701,97.35478973388672,96.77039954523904,97.35478973388672,108000,0.0,0.0,0.0
2023-05-09 00:00:00-04:00,97.10716681433838,97.17650047385257,96.88925886820746,96.90906524658203,75700,0.0,0.0,0.0
2023-05-10 00:00:00-04:00,97.42411709575597,97.50335771905998,96.62182656600775,97.29535675048828,139400,0.0,0.0,0.0
2023-05-11 00:00:00-04:00,97.67174543671831,98.00850677490234,97.41421717076433,98.00850677490234,213200,0.0,0.0,0.0
2023-05-12 00:00:00-04:00,98.26603210634028,98.31555938720703,97.78069649241473,98.31555938720703,81100,0.0,0.0,0.0
2023-05-15 00:00:00-04:00,98.1669885044772,98.20660881918367,97.69155228480182,97.98870086669922,125700,0.0,0.0,0.0
2023-05-16 00:00:00-04:00,97.42412480240137,97.77079311077706,97.27555051115397,97.4637451171875,96000,0.0,0.0,0.0
2023-05-17 00:00:00-04:00,97.66183820912298,98.45422938373423,97.6123184837112,98.36508178710938,180700,0.0,0.0,0.0
2023-05-18 00:00:00-04:00,98.51364922537762,99.79137593825185,98.51364922537762,99.7121353149414,155300,0.0,0.0,0.0
2023-05-19 00:00:00-04:00,99.90033573961207,100.11824368803926,99.41500011789837,99.62300109863281,135200,0.0,0.0,0.0
2023-05-23 00:00:00-04:00,99.26642209012739,99.54375672065883,98.49384488884641,98.5829849243164,177700,0.0,0.0,0.0
2023-05-24 00:00:00-04:00,98.39479614256408,98.78109232282944,98.19670212528135,98.49385070800781,132500,0.0,0.0,0.0
2023-05-25 00:00:00-04:00,99.44471346417441,99.83100207936725,99.04851788128882,99.62300109863281,285600,0.0,0.0,0.0
2023-05-26 00:00:00-04:00,99.83100038378635,100.91062558309044,99.73195337894776,100.73233795166016,262100,0.0,0.0,0.0
2023-05-29 00:00:00-04:00,101.0294804493218,101.09881410422084,100.93043345043769,101.00967407226562,94100,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,101.11863153524394,101.22758551296744,100.46491522570533,100.68282318115234,156100,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,100.46490446310442,100.5045247741051,99.61308666859365,99.95975494384766,279600,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,99.88052281307245,100.18757836023136,99.34566746109711,99.9201431274414,255000,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,100.39558089466723,101.44549279286309,100.3361542005965,101.22758483886719,101300,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,101.42568199429817,101.58415569051569,100.97005972706997,101.2573013305664,112000,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,101.18797027520756,101.24739696821797,100.86110835004584,101.13844299316406,149800,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,101.20777091351361,101.38605853923472,100.42528675378213,100.53424072265625,119200,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,100.40548600224095,101.07901623083856,100.33615234150894,100.97006225585938,107200,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,101.06911106950193,101.38606603234214,100.85120311564884,101.0592041015625,133400,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,101.46530141662073,102.15863800048828,101.30682016499271,102.15863800048828,123900,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,102.3765434185183,102.58454438854935,102.08930182462726,102.44587707519531,95500,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,102.56473997159287,102.77274094560003,101.97044283808445,102.70340728759766,138700,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,102.76284220870564,103.3175115171493,102.40626692276255,103.02037048339844,139500,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,103.6641812419917,103.6641812419917,102.52512178818014,102.60435485839844,115200,0.0,0.0,0.0
2023-06-19 00:00:00-04:00,102.59445906284255,102.90150705736374,102.39635748831081,102.61426544189453,56900,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,102.30721196260835,102.57463962788621,102.09921098810291,102.34683227539062,157500,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,101.9704523836877,101.9704523836877,101.22758845406355,101.23749542236328,170800,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,101.16815788006282,101.58415985107422,101.02949055639235,101.58415985107422,85700,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,101.57425700483941,101.57425700483941,100.92053316667047,101.0492935180664,132600,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,100.97995949431994,101.21768137468867,100.32624321531121,100.37576293945312,106200,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,100.75215730262431,101.82188314870892,100.75215730262431,101.693115234375,134400,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,102.03978381356914,102.51522004310999,101.88131010825718,102.1982650756836,130900,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,102.57879941003932,102.63842029602901,102.14162253579757,102.58873748779297,115900,0.323,0.0,0.0
2023-06-30 00:00:00-04:00,103.38361929075204,103.99964367592725,103.38361929075204,103.83073425292969,135300,0.0,0.0,0.0
2023-07-04 00:00:00-04:00,103.83073790632045,103.83073790632045,103.67175897517662,103.69163513183594,68500,0.0,0.0,0.0
2023-07-05 00:00:00-04:00,103.47303657646184,104.1983646396041,103.47303657646184,104.0989990234375,80400,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,103.42335901860534,103.94997103721197,103.15509155072083,103.94003295898438,131100,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,103.35380728344266,103.83073648983509,102.90669231163248,102.95637512207031,104900,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,103.22464335148136,103.30413281655598,102.76759029810124,103.13522338867188,90200,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,103.54258891201084,103.64194694855928,103.16502534091383,103.52272033691406,71000,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,104.17849257218924,104.26792011414193,103.70157095021656,103.86054229736328,161300,0.0,0.0,0.0
2023-07-13 00:00:00-04:00,104.26792327504204,104.34740516075865,103.83073879120333,104.19837188720703,112100,0.0,0.0,0.0
2023-07-14 00:00:00-04:00,104.42689162633467,105.14228164095685,104.42689162633467,104.89388275146484,138100,0.0,0.0,0.0
2023-07-17 00:00:00-04:00,104.89388332024775,105.29132306169657,104.67529108342427,105.1224136352539,93500,0.0,0.0,0.0
2023-07-18 00:00:00-04:00,105.32113452002615,105.91729036912726,105.2615212092759,105.76824951171875,110600,0.0,0.0,0.0
2023-07-19 00:00:00-04:00,105.98683468814025,106.30478495848593,105.8278633432336,105.99677276611328,80400,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,105.67883150681484,105.93716849241503,105.1919717720758,105.32113647460938,133800,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,105.91728922191486,106.07626815623743,105.66889032243544,105.68876647949219,122300,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,105.7583132097886,106.01664259588492,105.50991432125042,105.69869232177734,162100,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,106.01664412257811,106.31472582532946,105.87754134943619,106.05638885498047,104800,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,106.27497379292556,106.60286212732295,105.99676826575156,106.33458709716797,111400,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,107.08972819086269,107.1791557330953,105.71856904773367,105.9272232055664,140600,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,106.54325716293233,107.0301168735966,106.54325716293233,106.8910140991211,178700,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,107.10960095368776,107.10960095368776,106.21536346235563,106.72209930419922,167000,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,106.94068184847531,107.33812156797286,106.94068184847531,107.2188949584961,192000,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,106.8214640950852,106.83139459301015,106.06632932348825,106.21537017822266,169100,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,105.99677693573636,106.23523775274292,105.68876473124736,106.08619689941406,131800,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,106.47370182037747,106.61280458968554,105.59933289268972,105.66888427734375,179800,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,106.61280583137619,106.77177717792303,106.01664243536122,106.45382690429688,223800,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,106.86121074569252,106.86121074569252,105.70863620096851,105.76824951171875,188300,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,106.23523078381776,106.83138657749328,105.65894356503412,105.9371566772461,217100,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,105.70863255015274,106.0464589873135,105.40062034787032,105.9073486328125,186000,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,105.90734869843472,106.61280822753906,105.86761154630426,106.61280822753906,153600,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,106.13587679137495,106.25511098686498,105.56952762872918,105.69869232177734,176700,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,105.63907815933793,106.08619312287506,105.1621489617702,105.19196319580078,165900,0.0,0.0,0.0
2023-08-17 00:00:00-04:00,105.16214448002609,105.34099197392541,104.40701735514641,104.44676208496094,139400,0.0,0.0,0.0
2023-08-18 00:00:00-04:00,104.00958542811661,104.6852307245069,103.8406759991522,104.39708709716797,161500,0.0,0.0,0.0
2023-08-21 00:00:00-04:00,104.436832404889,105.34100044414211,104.42689432650324,105.33106994628906,143100,0.0,0.0,0.0
2023-08-22 00:00:00-04:00,105.55958488810363,105.55958488810363,104.8839396379015,105.003173828125,107400,0.0,0.0,0.0
2023-08-23 00:00:00-04:00,105.56952499383175,106.0663227585086,105.5397183408363,105.96696472167969,85200,0.0,0.0,0.0
2023-08-24 00:00:00-04:00,106.53331226021645,106.6724150257812,104.90381622314453,104.90381622314453,137900,0.0,0.0,0.0
2023-08-25 00:00:00-04:00,105.32112811624926,105.99677339229177,104.89388172727337,105.84773254394531,114400,0.0,0.0,0.0
2023-08-28 00:00:00-04:00,106.32466063026347,106.57305951473154,105.97690370811463,106.47370147705078,194900,0.0,0.0,0.0
2023-08-29 00:00:00-04:00,106.46376248903333,107.75543212890625,106.46376248903333,107.75543212890625,502100,0.0,0.0,0.0
2023-08-30 00:00:00-04:00,107.50703864870925,108.00383643836231,107.49710815089972,107.92435455322266,176400,0.0,0.0,0.0
2023-08-31 00:00:00-04:00,108.01377274913767,108.38140583645666,107.6163330078125,107.6163330078125,101400,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,108.45095825195312,108.67948098852452,108.02371185256678,108.45095825195312,183100,0.0,0.0,0.0
2023-09-05 00:00:00-04:00,108.48076692897583,108.62980778373289,108.21249945483932,108.33172607421875,92400,0.0,0.0,0.0
2023-09-06 00:00:00-04:00,108.25223660219577,108.25223660219577,107.21890385847273,107.62627410888672,163700,0.0,0.0,0.0
2023-09-07 00:00:00-04:00,107.03011206689784,107.72562590803999,106.91087787390248,107.65607452392578,114800,0.0,0.0,0.0
2023-09-08 00:00:00-04:00,107.42755707194289,107.61633507779072,107.1990267526121,107.49710845947266,67000,0.0,0.0,0.0
2023-09-11 00:00:00-04:00,107.60639929557696,107.72562590803999,107.29837952547201,107.65607452392578,145100,0.0,0.0,0.0
2023-09-12 00:00:00-04:00,107.36793409171015,107.42755498024101,106.79165442648384,106.91088104248047,120900,0.0,0.0,0.0
2023-09-13 00:00:00-04:00,106.96056183535117,107.17915406793198,106.71216294933342,107.03011322021484,106700,0.0,0.0,0.0
2023-09-14 00:00:00-04:00,107.40768488218961,107.66602186564133,107.14934789873791,107.63621520996094,129200,0.0,0.0,0.0
2023-09-15 00:00:00-04:00,107.65607540081992,107.69582013214212,106.2948543605638,106.37433624267578,184700,0.0,0.0,0.0
2023-09-18 00:00:00-04:00,106.06632630483061,106.41408323562518,105.96696826467966,106.20542907714844,129100,0.0,0.0,0.0
2023-09-19 00:00:00-04:00,105.32112917337506,105.67882418078383,104.78458666226189,105.59933471679688,194900,0.0,0.0,0.0
2023-09-20 00:00:00-04:00,105.75831850685772,105.75831850685772,104.8243362134038,104.83427429199219,95100,0.0,0.0,0.0
2023-09-21 00:00:00-04:00,104.52625228708274,104.52625228708274,103.21470642089844,103.21470642089844,189800,0.0,0.0,0.0
2023-09-22 00:00:00-04:00,103.2246472080131,103.64195554444679,102.88682833962379,102.94644165039062,128300,0.0,0.0,0.0
2023-09-25 00:00:00-04:00,102.60861250889717,103.21470642089844,102.54899919969465,103.21470642089844,88800,0.0,0.0,0.0
2023-09-26 00:00:00-04:00,102.93649933076298,102.93649933076298,101.97271041689838,102.15155792236328,133600,0.0,0.0,0.0
2023-09-27 00:00:00-04:00,102.3999544601613,102.43969919163227,101.4262350709861,101.99258422851562,159200,0.0,0.0,0.0
2023-09-28 00:00:00-04:00,101.95869940073723,102.85569064625776,101.69956471001724,102.45703125,145600,0.316,0.0,0.0
2023-09-29 00:00:00-04:00,102.9752942155123,103.38392998651362,102.5467285160444,102.91549682617188,111600,0.0,0.0,0.0
2023-10-02 00:00:00-04:00,103.16465980847228,103.7526877307075,102.92545505005823,103.57328796386719,99500,0.0,0.0,0.0
2023-10-03 00:00:00-04:00,103.13476090691864,103.46365414217972,102.18792584896948,102.47695922851562,117800,0.0,0.0,0.0
2023-10-04 00:00:00-04:00,102.80586310611508,103.6131582771596,102.71615941825422,103.58325958251953,95300,0.0,0.0,0.0
2023-10-05 00:00:00-04:00,103.48359535676963,103.55336151266427,102.65636264834689,103.1845932006836,112000,0.0,0.0,0.0
2023-10-06 00:00:00-04:00,102.55669363606472,104.35068368796189,102.35735633878255,104.05168914794922,174900,0.0,0.0,0.0
2023-10-10 00:00:00-04:00,104.35068372384754,105.28755001154492,104.35068372384754,104.63971710205078,132800,0.0,0.0,0.0
2023-10-11 00:00:00-04:00,105.03838802150145,105.22775656008237,104.61979108731899,105.1878890991211,99700,0.0,0.0,0.0
2023-10-12 00:00:00-04:00,105.35731517942514,105.94535069618549,104.74934973508628,105.27758026123047,118600,0.0,0.0,0.0
2023-10-13 00:00:00-04:00,105.54668298879564,105.68621529271385,104.21114973194094,104.50018310546875,120400,0.0,0.0,0.0
2023-10-16 00:00:00-04:00,104.85898438818874,105.6463496043164,104.78921823506049,105.22775268554688,133700,0.0,0.0,0.0
2023-10-17 00:00:00-04:00,105.13804772512039,105.81577932040392,104.84901435025563,105.43704986572266,122900,0.0,0.0,0.0
2023-10-18 00:00:00-04:00,105.13805388592498,105.43705604404795,104.37062616585578,104.5500259399414,183900,0.0,0.0,0.0
2023-10-19 00:00:00-04:00,104.9387235062442,105.04835712325273,103.58326024499391,103.77262878417969,168500,0.0,0.0,0.0
2023-10-20 00:00:00-04:00,103.31416366951781,103.45369598038785,102.37729735029839,102.40719604492188,188700,0.0,0.0,0.0
2023-10-23 00:00:00-04:00,101.97862799891513,103.04505783827088,101.70953214955678,102.07829284667969,225300,0.0,0.0,0.0
2023-10-24 00:00:00-04:00,102.83576062157347,103.40385862504259,102.59656346325504,103.12479400634766,144300,0.0,0.0,0.0
2023-10-25 00:00:00-04:00,103.03508998374411,103.05502751583768,102.02846512729504,102.10819244384766,167300,0.0,0.0,0.0
2023-10-26 00:00:00-04:00,102.10819395331876,102.15803018034885,100.96203677103321,101.15139770507812,249500,0.0,0.0,0.0
2023-10-27 00:00:00-04:00,101.46036406688728,101.81916359434899,100.67299885962078,101.00189208984375,203900,0.0,0.0,0.0
2023-10-30 00:00:00-04:00,101.36069609353004,102.0782951801436,101.2510624773007,101.81916809082031,164200,0.0,0.0,0.0
2023-10-31 00:00:00-04:00,102.14805688539691,102.885593472252,101.90885973492678,102.8457260131836,120100,0.0,0.0,0.0
2023-11-01 00:00:00-04:00,103.1447246178194,104.05169223852644,103.04505976818824,103.90219116210938,224500,0.0,0.0,0.0
2023-11-02 00:00:00-04:00,104.39054979469553,104.98854647091224,104.33075240825595,104.92874908447266,261100,0.0,0.0,0.0
2023-11-03 00:00:00-04:00,105.17791529970613,105.66627836621551,105.10814914734765,105.35731506347656,116200,0.0,0.0,0.0
2023-11-06 00:00:00-05:00,105.56661666573078,105.79585266113281,105.19785596539518,105.79585266113281,116600,0.0,0.0,0.0
2023-11-07 00:00:00-05:00,106.23437634430583,106.74267694228088,106.05498418448674,106.61311340332031,104300,0.0,0.0,0.0
2023-11-08 00:00:00-05:00,107.00181579589844,107.06161318483616,106.48354641196943,107.00181579589844,134400,0.0,0.0,0.0
2023-11-09 00:00:00-05:00,107.2410142082515,107.2410142082515,106.15465440884329,106.20448303222656,118400,0.0,0.0,0.0
2023-11-10 00:00:00-05:00,106.93204468340613,107.84897342299824,106.64301131037247,107.75927734375,129300,0.0,0.0,0.0
2023-11-13 00:00:00-05:00,107.60978296681326,107.86891766288015,107.43038319321937,107.72937774658203,117200,0.0,0.0,0.0
2023-11-14 00:00:00-05:00,108.63633964363966,109.38383739348122,108.6263708778718,108.96524047851562,204700,0.0,0.0,0.0
2023-11-15 00:00:00-05:00,109.21440808842277,109.32404170174789,108.85560855462066,109.10477447509766,130300,0.0,0.0,0.0
2023-11-16 00:00:00-05:00,109.47353302646502,109.87220001220703,109.33400072204635,109.87220001220703,140700,0.0,0.0,0.0
2023-11-17 00:00:00-05:00,109.63300801180083,109.77254032277332,109.3639121560512,109.62303924560547,90100,0.0,0.0,0.0
2023-11-20 00:00:00-05:00,109.78250952621902,110.7393057783872,109.73267329898435,110.55990600585938,151700,0.0,0.0,0.0
2023-11-21 00:00:00-05:00,110.23099919153276,110.23099919153276,109.73266736191106,110.11140441894531,111700,0.0,0.0,0.0
2023-11-22 00:00:00-05:00,110.92867054844633,111.12800024273157,110.38050248325132,110.52003479003906,135500,0.0,0.0,0.0
2023-11-23 00:00:00-05:00,110.89876751388799,110.9785024355244,110.70940657992732,110.87883758544922,46000,0.0,0.0,0.0
2023-11-24 00:00:00-05:00,110.17120724891028,110.29080963134766,109.67287539466548,110.29080963134766,90000,0.0,0.0,0.0
2023-11-27 00:00:00-05:00,110.07153651659289,110.1413026683012,109.71273699239573,109.76256561279297,127100,0.0,0.0,0.0
2023-11-28 00:00:00-05:00,109.45360463154041,109.82237292920489,109.23433740611507,109.5034408569336,139400,0.0,0.0,0.0
2023-11-29 00:00:00-05:00,110.24096879598834,110.41039979440315,109.52336973924284,109.55326843261719,92500,0.0,0.0,0.0
2023-11-30 00:00:00-05:00,109.94196811500609,109.94196811500609,109.18450919299175,109.8522720336914,122300,0.0,0.0,0.0
