Shares_Owned,Dollar_Amount,Date,Stock_Price,Amount_Invested
20.574036627645075,29631.550311681218,2008-05-01,1440.239990234375,26000
20.930149289310748,29386.9771316367,2008-06-01,1404.050048828125,26500
21.39558332606475,27646.73184667668,2008-07-01,1292.1700439453125,27000
21.776347131192882,28595.61076697503,2008-08-01,1313.1500244140625,27500
22.16006519434598,28875.45221646813,2008-09-01,1303.0400390625,28000
22.67160342880627,26458.442013726915,2008-10-01,1167.030029296875,28500
23.167876413842237,23341.867391958986,2008-11-01,1007.510009765625,29000
23.712034887243902,21787.80267723696,2008-12-01,918.8499755859375,29500
24.33070022433608,22964.530812728375,2009-01-01,943.8499755859375,30000
24.902122258849637,21789.60624090081,2009-02-01,875.010009765625,30500
25.502376780835423,21242.969312806996,2009-03-01,832.97998046875,31000
26.160630242691298,23248.95241602339,2009-04-01,888.7000122070312,31500
26.698166401873394,24833.83298576308,2009-05-01,930.1699829101562,32000
27.22105316574049,26029.587137014834,2009-06-01,956.22998046875,32500
27.824797648356697,27732.41911636925,2009-07-01,996.6799926757812,33000
28.305812025002698,29423.041596357718,2009-08-01,1039.469970703125,33500
28.768710686020857,31074.523549866528,2009-09-01,1080.1500244140625,34000
29.33057752216389,32303.52443016329,2009-10-01,1101.3599853515625,34500
29.779535514339567,33165.169162070175,2009-11-01,1113.68994140625,35000
30.22186464068663,34162.19150010705,2009-12-01,1130.3800048828125,35500
30.769809194453295,35399.1254853267,2010-01-01,1150.449951171875,36000
31.219279700420355,34728.95249628261,2010-02-01,1112.4200439453125,36500
31.642760906167293,37360.28952023464,2010-03-01,1180.68994140625,37000
32.17132450598712,39242.58320326854,2010-04-01,1219.800048828125,37500
32.58621750340164,39270.62845898681,2010-05-01,1205.1300048828125,38000
33.02821427561662,37362.50618992348,2010-06-01,1131.22998046875,38500
33.59812032383532,37661.81133646998,2010-07-01,1120.949951171875,39000
34.0408959997979,38440.34106638115,2010-08-01,1129.239990234375,39500
34.472988351098685,39890.76437863332,2010-09-01,1157.1600341796875,40000
35.02027332187999,41889.15024422581,2010-10-01,1196.1400146484375,40500
35.427744731980766,43472.675448835646,2010-11-01,1227.0799560546875,41000
35.82375297660945,45231.06963366375,2010-12-01,1262.5999755859375,41500
36.34191910020195,47341.52935131706,2011-01-01,1302.6700439453125,42000
36.71392354936063,49346.08125304989,2011-02-01,1344.0699462890625,42500
37.089220025330384,49413.227141945405,2011-03-01,1332.280029296875,43000
37.59472306390823,51300.257506902424,2011-04-01,1364.56005859375,43500
37.959532134543764,52026.57388481949,2011-05-01,1370.5799560546875,44000
38.33122408975416,51563.16077389549,2011-06-01,1345.199951171875,44500
38.84356727055963,52690.5213725053,2011-07-01,1356.47998046875,45000
39.22601154699999,51283.30316785011,2011-08-01,1307.3800048828125,45500
39.632750383329714,48720.1452668777,2011-09-01,1229.2900390625,46000
40.16817250008412,51923.79123689432,2011-10-01,1292.6600341796875,46500
40.55954659964181,51816.85073881901,2011-11-01,1277.550048828125,47000
40.95344278587854,51985.07146914266,2011-12-01,1269.3699951171875,47500
41.48197977100309,55314.974349947115,2012-01-01,1333.469970703125,48000
41.84481393098886,57663.82902402294,2012-02-01,1378.0400390625,48500
42.19713749889807,59884.068711764754,2012-03-01,1419.1500244140625,49000
42.70690026617362,60745.44100912982,2012-04-01,1422.3800048828125,49500
43.06017727700851,60943.9277908932,2012-05-01,1415.3199462890625,50000
43.42689138253766,59210.82762807186,2012-06-01,1363.4599609375,50500
43.9490047336709,61165.58741884964,2012-07-01,1391.739990234375,51000
44.29946873483181,63201.16843397584,2012-08-01,1426.6800537109375,51500
44.638564432174334,65820.01007680886,2012-09-01,1474.510009765625,52000
45.145873127544846,66407.77177218269,2012-10-01,1470.9599609375,52500
45.494482519912545,65251.37233239908,2012-11-01,1434.27001953125,53000
45.83978638731586,66376.01068883337,2012-12-01,1448.0,53500
46.34282458477332,69974.88183813274,2013-01-01,1509.93994140625,54000
46.66942132869308,71448.08115441298,2013-02-01,1530.93994140625,54500
46.98783587302368,73784.06029128838,2013-03-01,1570.280029296875,55000
47.47701559935425,75847.85326102536,2013-04-01,1597.5699462890625,55500
47.77336808342983,80602.27372895353,2013-05-01,1687.1800537109375,56000
48.075630832999536,79526.22495070801,2013-06-01,1654.18994140625,56500
48.55024331485498,82476.18376077975,2013-07-01,1698.780029296875,57000
48.84269740666686,83504.89662166373,2013-08-01,1709.6700439453125,57500
49.13173814073435,84991.02782042752,2013-09-01,1729.8599853515625,58000
49.597637394874596,88046.7164030735,2013-10-01,1775.219970703125,58500
49.87333973919263,90447.79771923446,2013-11-01,1813.550048828125,59000
50.14369185434151,92737.74652498642,2013-12-01,1849.43994140625,59500
50.601878312437506,93655.97872623545,2014-01-01,1850.8399658203125,60000
50.869555722731754,95020.26276108362,2014-02-01,1867.9200439453125,60500
51.134952734242184,96336.71540463594,2014-03-01,1883.969970703125,61000
51.590243969058776,97881.13958904876,2014-04-01,1897.280029296875,61500
51.85011517293116,99761.17861522108,2014-05-01,1924.030029296875,62000
52.10415826312967,102549.84345847744,2014-06-01,1968.1700439453125,62500
52.550629758058136,104648.79936368401,2014-07-01,1991.3900146484375,63000
52.800001336809146,105866.11674285587,2014-08-01,2005.0400390625,63500
53.04761679870206,107116.93121499025,2014-09-01,2019.260009765625,64000
53.49429211225904,107961.6422636089,2014-10-01,2018.18994140625,64500
53.73516774221997,111541.31231734803,2014-11-01,2075.760009765625,65000
53.97399652029474,112997.2630505121,2014-12-01,2093.550048828125,65500
54.41766981641136,112773.00806638638,2015-01-01,2072.360107421875,66000
54.653564484374066,115843.15354897037,2015-02-01,2119.590087890625,66500
54.889689760823956,116230.0169344042,2015-03-01,2117.52001953125,67000
55.33071839928902,117628.67653670414,2015-04-01,2125.919921875,67500
55.5649411577126,118615.5895603131,2015-05-01,2134.719970703125,68000
55.79969725667147,118846.10773509389,2015-06-01,2129.8701171875,68500
56.24337752392824,119957.00429534676,2015-07-01,2132.820068359375,69000
56.480045999121096,119323.12901643664,2015-08-01,2112.659912109375,69500
56.727465416410915,114638.26493043943,2015-09-01,2020.8599853515625,70000
57.17893437952098,119750.9897584346,2015-10-01,2094.320068359375,70500
57.41517568802099,121518.0699187925,2015-11-01,2116.47998046875,71000
57.65278777932065,121317.03286642207,2015-12-01,2104.27001953125,71500
58.11430023255023,118448.56389637156,2016-01-01,2038.199951171875,72000
58.36901760323017,114576.04451439694,2016-02-01,1962.9599609375,72500
58.61030589419746,121452.85968754985,2016-03-01,2072.2099609375,73000
59.06694349723974,124693.27395397605,2016-04-01,2111.050048828125,73500
59.30464483247592,124746.13315392261,2016-05-01,2103.47998046875,74000
59.54043271226509,126258.46749524142,2016-06-01,2120.550048828125,74500
59.99337369415626,130610.97920866577,2016-07-01,2177.090087890625,75000
60.221287682444064,132114.06665921368,2016-08-01,2193.81005859375,75500
60.44982044408841,132256.35573897103,2016-09-01,2187.8701171875,76000
60.90696448751923,132143.7561000675,2016-10-01,2169.60009765625,76500
61.132789869365915,135354.1160197621,2016-11-01,2214.10009765625,77000
61.35232594290535,139731.76470217665,2016-12-01,2277.530029296875,77500
61.79969493794213,142200.4794517428,2017-01-01,2300.989990234375,78000
62.01052840133061,147060.45094717786,2017-02-01,2371.5400390625,78500
62.218776701636045,149386.03726988364,2017-03-01,2400.97998046875,79000
62.6605903000115,150270.11572659714,2017-04-01,2398.159912109375,79500
62.867312068257824,152057.7939168615,2017-05-01,2418.7099609375,80000
63.071075989845724,154765.07199690258,2017-06-01,2453.820068359375,80500
63.50887752510446,157758.594608276,2017-07-01,2484.0400390625,81000
63.70961059285853,158692.36520340352,2017-08-01,2490.8701171875,81500
63.908067397397765,161012.5375790865,2017-09-01,2519.43994140625,82000
64.3412975147443,166192.28339796825,2017-10-01,2582.97998046875,82500
64.52942727982185,171502.43942850354,2017-11-01,2657.739990234375,83000
64.71495810407424,174404.8687457909,2017-12-01,2694.969970703125,83500
65.13168117575384,187114.86053200683,2018-01-01,2872.8701171875,84000
65.30798831932674,185210.84000298457,2018-02-01,2835.9599609375,84500
65.4864386628175,183486.44609418834,2018-03-01,2801.89990234375,85000
65.91600612582698,179126.08684316257,2018-04-01,2717.489990234375,85500
66.09833881799857,181257.5079947768,2018-05-01,2742.239990234375,86000
66.27745591588877,185011.52792380366,2018-06-01,2791.469970703125,86500
66.70155632222301,189968.03540652795,2018-07-01,2848.030029296875,87000
66.87299469012974,195035.0890137634,2018-08-01,2916.5,87500
67.04301009860629,197167.45293664015,2018-09-01,2940.909912109375,88000
67.46449750633555,198336.18488613845,2018-10-01,2939.860107421875,88500
67.64210794178118,190422.67356663066,2018-11-01,2815.14990234375,89000
67.8206678958578,189910.0731924446,2018-12-01,2800.179931640625,89500
68.25956876247555,184911.7554661214,2019-01-01,2708.949951171875,90000
68.43728398511203,192547.61345094,2019-02-01,2813.489990234375,90500
68.61209020882815,196251.8517654529,2019-03-01,2860.31005859375,91000
69.0389046541826,203631.63140402077,2019-04-01,2949.52001953125,91500
69.20815922992387,204449.89131556381,2019-05-01,2954.1298828125,92000
69.37684165708609,205643.35842276952,2019-06-01,2964.14990234375,92500
69.80213140040614,211359.4564744789,2019-07-01,3027.97998046875,93000
69.96804646696052,210855.01130190288,2019-08-01,3013.590087890625,93500
70.13350035715068,211942.73605940831,2019-09-01,3021.989990234375,94000
70.56043002974793,215216.37452440118,2019-10-01,3050.10009765625,94500
70.71894581425904,223065.94271469943,2019-11-01,3154.260009765625,95000
70.87289002196165,230190.18084420345,2019-12-01,3247.929931640625,95500
71.28846397404837,237944.49779101223,2020-01-01,3337.77001953125,96000
71.43580360874104,242418.82965756542,2020-02-01,3393.52001953125,96500
71.59520578830121,224574.11180276438,2020-03-01,3136.719970703125,97000
72.03290055843632,212847.14428201038,2020-04-01,2954.860107421875,97500
72.19583760045435,221545.19532908645,2020-05-01,3068.669921875,98000
72.3504865066607,233918.5199607073,2020-06-01,3233.1298828125,98500
72.77424032065933,238698.77979867347,2020-07-01,3279.989990234375,99000
72.91649713894945,256284.7180732157,2020-08-01,3514.77001953125,99500
73.05584626287008,262132.42038206273,2020-09-01,3588.110107421875,100000
73.47065670435519,260809.8178768241,2020-10-01,3549.85009765625,100500
73.6077936688941,268373.2789200251,2020-11-01,3645.989990234375,101000
73.74076532106493,277280.02215964504,2020-12-01,3760.199951171875,101500
74.14646212140053,287013.53298486385,2021-01-01,3870.89990234375,102000
74.27303062372867,293410.4032896385,2021-02-01,3950.429931640625,102500
74.39820555845037,297176.929725825,2021-03-01,3994.409912109375,103000
74.7957165110563,315546.65683312184,2021-04-01,4218.77978515625,103500
74.91369557576344,317487.24132422474,2021-05-01,4238.0400390625,104000
75.02990896670109,322810.94442445494,2021-06-01,4302.43017578125,104500
75.42413870134843,334126.6879272173,2021-07-01,4429.97021484375,105000
75.53433494212851,342726.4596660564,2021-08-01,4537.35986328125,105500
75.64432537059815,343867.7638730748,2021-09-01,4545.85009765625,106000
76.03649664957433,350382.2654213218,2021-10-01,4608.080078125,106500
76.14189671487297,361204.2198415015,2021-11-01,4743.830078125,107000
76.24586994420329,366661.0647533719,2021-12-01,4808.93017578125,107500
76.63555610221216,369277.6323259708,2022-01-01,4818.6201171875,108000
76.74436268841083,352664.1418024212,2022-02-01,4595.31005859375,108500
76.85218405452018,356386.61810583423,2022-03-01,4637.2998046875,109000
77.2492303861249,354840.49240488576,2022-04-01,4593.4501953125,109500
77.36530268102834,333263.4318352871,2022-05-01,4307.66015625,110000
77.48499121033215,323694.30747052986,2022-06-01,4177.509765625,110500
77.89632850140659,322502.47683803516,2022-07-01,4140.14990234375,111000
78.01192795966959,337423.4150050245,2022-08-01,4325.27978515625,111500
78.13330840141617,321852.9578453326,2022-09-01,4119.27978515625,112000
78.55433551370271,306787.6668648674,2022-10-01,3905.419921875,112500
78.67688122615554,321010.3383112676,2022-11-01,4080.110107421875,113000
78.79880389908155,323150.7397598992,2022-12-01,4100.9599609375,113500
79.21642309684843,324328.6685129563,2023-01-01,4094.2099609375,114000
79.3356001097441,332847.7454758545,2023-02-01,4195.43994140625,114500
79.45723241528445,326628.8181511306,2023-03-01,4110.75,115000
79.87509938668192,333083.9616286084,2023-04-01,4170.06005859375,115500
79.99327196318914,338459.54081529257,2023-05-01,4231.10009765625,116000
80.10541780710687,357148.4016200709,2023-06-01,4458.47998046875,116500
80.5143419760775,370935.1953348157,2023-07-01,4607.06982421875,117000
80.62340226618214,369627.6719456389,2023-08-01,4584.6201171875,117500
80.73350411038803,366631.0255412996,2023-09-01,4541.25,118000
81.15005742607617,356538.44354082696,2023-10-01,4393.56982421875,118500
81.25904592236168,372787.2605448985,2023-11-01,4587.64013671875,119000
81.36335819582119,389998.96894874884,2023-12-01,4793.2998046875,119500
81.77043502450249,400976.06119466166,2024-01-01,4903.68017578125,120000
